SessionID,Condition,ClientID,SurveyID,ConditionOrder,SubjectID,Treatment,Age,Gender,Handedness,FirstLanguage,EnglishAbilities,ColorVision,Major,ProductiveTime_08to10,ProductiveTime_10to12,ProductiveTime_12to14,ProductiveTime_14to16,ProductiveTime_16to18,ProductiveTime_18to20,valence,arousal,importanceImportant,importanceNoMistakes,importanceWorried,flowProne.General,flowProne.Work,flowProne.Maint,flowProne.Leis,eqIntrusDistracting,eqIntrusDifficult,eqIntrusDiscomfort,taskPrefLikeMath,taskPrefLikeWrit,taskPrefMathOverWrit,traitIntMot,interactionDissatisfactionUnpleasant,interactionDissatisfactionLongerWorse,interactionDissatisfactionEnergizing,interactionDissatisfactionBadCorrection,relationQuality,grpEffort,interdepOwnJob,interdepCommRequired,interdepMutualDependenc,clearGoal,challGoal,noChallGoal,noConseqGoal,conseqGoal,grpSizeTooLarge,grpSizeTooSmall,grpSizeJustRight,grpDivers,grpSkill,grpAffectExp,genSat,growth,colEff,socPres,coordDifficult,coordPossible,identFusion,relationStrain,unevenEffort,unevenSkill,noCareForGrp,frustratingGrp,creativitySuppressingGrp
session_69-MP,START,iism-kd2-b12,1815,"",session_69-MP_iism-kd2-b12,MP,21,M,R,Spanish,B2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"",Y,"","","","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-MP,START,iism-kd2-b14,1816,"",session_69-MP_iism-kd2-b14,MP,20,M,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"",Y,"","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-MP,START,iism-kd2-b18,1817,"",session_69-MP_iism-kd2-b18,MP,22,F,R,German,C1,I can see all colors and hues.,Social Sciences > Educational sciences,"",Y,Y,"","","",6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-MP,PHASE,iism-kd2-b12,1843,"",session_69-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,2,7,2,,,,,7,7,7,,,,,1,1,7,7,4.5,6,7,2,7,7,1,,,4,1,1,7,7,5,4.33333333333333,6,2.5,4.5,1.6,7,6,4,4,2,4,6,2,4
session_69-MP,PHASE,iism-kd2-b14,1844,"",session_69-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,2,,2,,,,,2,1,3,,,,,2,2,3,2,3.5,5,6,1,7,5,3,4,5,5,3,4,4,6,5.66666666666667,4,5,2,3.75,1,2,2,3,3,2,3,2,2,2
session_69-MP,PHASE,iism-kd2-b18,1842,"",session_69-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,3,5,,,,,5,6,5,,,,,1,2,6,3,6,5,4,5,3,4,4,4,3,5,2,2,6,6,4.66666666666667,5,6,5.5,5.25,5.6,6,6,4,4,5,5,3,2,3
session_69-MP,END,iism-kd2-b12,1848,"",session_69-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.95238095238095,4.42857142857143,4.14285714285714,3.28571428571429,,,,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-MP,END,iism-kd2-b14,1847,"",session_69-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.33333333333333,,3.42857142857143,3.85714285714286,,,,6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-MP,END,iism-kd2-b18,1849,"",session_69-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.28571428571429,4.57142857142857,4,4.28571428571429,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-SP,START,iism-kd2-b16,1617,"",session_69-SP_iism-kd2-b16,SP,24,F,R,German,B2,I can see all colors and hues.,"Humanities > Art (arts, history of arts, performing arts, music)","",Y,"","",Y,Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-SP,PHASE,iism-kd2-b16,1631,"",session_69-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,1,7,2,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_69-SP,END,iism-kd2-b16,1632,"",session_69-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.33333333333333,,4,4.28571428571429,,,,,6,,5.78571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_70-SP,START,iism-kd2-b14,1682,"",session_70-SP_iism-kd2-b14,SP,21,F,R,German,C1,I can see all colors and hues.,Engineering and Technology > Chemical engineering,"",Y,"","","",Y,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_70-SP,PHASE,iism-kd2-b14,1692,"",session_70-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,5,5,7,,,,,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_70-SP,END,iism-kd2-b14,1693,"",session_70-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,,,,4,4.14285714285714,3.14285714285714,4.71428571428571,,,,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_71-SP,START,iism-kd2-b16,1731,"",session_71-SP_iism-kd2-b16,SP,30,M,R,Azerbaijani,C1,I am not sure.,Social Sciences > Educational sciences,"",Y,"","","",Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_71-SP,PHASE,iism-kd2-b16,1745,"",session_71-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,5,7,5,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_71-SP,END,iism-kd2-b16,1746,"",session_71-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.57142857142857,3.28571428571429,4,3.42857142857143,,,,5,3,5,4.64285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-MP,START,iism-kd2-b12,1891,"",session_72-MP_iism-kd2-b12,MP,21,M,R,German,B2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,Y,"","","","",8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-MP,START,iism-kd2-b14,1889,"",session_72-MP_iism-kd2-b14,MP,30,F,R,Gujarati,C2,I can see all colors and hues.,Natural Sciences > Mathematics,Y,"","","","","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-MP,START,iism-kd2-b18,1890,"",session_72-MP_iism-kd2-b18,MP,28,F,R,German,C2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"","","","","",Y,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-MP,PHASE,iism-kd2-b12,1920,"",session_72-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,2,6,2,,,,,4,5,6,,,,,5,1,3,3,2.5,,2,6,5,4,4,2,6,2,2,2,6,4.5,,4.33333333333333,3,3.5,2.5,4.2,2,3,3,6,,,5,5,5
session_72-MP,PHASE,iism-kd2-b14,1919,"",session_72-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,7,1,,,,,1,1,1,,,,,,,7,1,7,5,7,7,7,4,7,7,7,7,,,7,,5,7,4,,,,1,7,5,,,,7,,
session_72-MP,PHASE,iism-kd2-b18,1918,"",session_72-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,1,7,6,,,,,6,7,6,,,,,4,4,3,5,3.5,3.66666666666667,3,3,3,5,5,5,4,4,5,2,3,4,4.33333333333333,3,3.5,3,3.75,3.2,4,3,2,4,5,5,5,5,3
session_72-MP,END,iism-kd2-b12,1921,"",session_72-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.23809523809524,4.42857142857143,4,4.28571428571429,,,,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-MP,END,iism-kd2-b14,1923,"",session_72-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,,,,4.28571428571429,,,,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-MP,END,iism-kd2-b18,1922,"",session_72-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.95238095238095,3.14285714285714,4.57142857142857,4.14285714285714,,,,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-SP,START,iism-kd2-b14,1732,"",session_72-SP_iism-kd2-b14,SP,59,F,R,German,A2,I can see all colors and hues.,"Humanities > Art (arts, history of arts, performing arts, music)",Y,"","","","","",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-SP,PHASE,iism-kd2-b14,1740,"",session_72-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,4,7,5,,,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_72-SP,END,iism-kd2-b14,1741,"",session_72-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,,,,3.66666666666667,3.57142857142857,3.71428571428571,3.71428571428571,,,,5,7,2,5.57142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-MP,START,iism-kd2-b12,1979,"",session_73-MP_iism-kd2-b12,MP,21,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,Y,"","","",9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-MP,START,iism-kd2-b14,1977,"",session_73-MP_iism-kd2-b14,MP,20,F,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","",Y,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-MP,START,iism-kd2-b18,1978,"",session_73-MP_iism-kd2-b18,MP,26,F,R,German,C2,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","",Y,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-MP,PHASE,iism-kd2-b12,2001,"",session_73-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,6,1,,,,,6,6,4,,,,,1,6,7,3,6.5,6.33333333333333,3,7,7,6,5,6,7,5,1,2,6,5,4.66666666666667,5.66666666666667,5,5.5,5,5.6,6,6,4,2,2,5,3,3,2
session_73-MP,PHASE,iism-kd2-b14,2000,"",session_73-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,7,5,,,,,1,1,1,,,,,2,4,4,2,4,4,2,6,7,3.5,4,7,5,5,1,1,7,3.5,3.66666666666667,6,4,4,2,3,3,3,2,4,6,5,2,4,4
session_73-MP,PHASE,iism-kd2-b18,2002,"",session_73-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,7,1,,,,,1,1,5,,,,,1,1,7,1,7,7,2,5,7,6.5,4,5,4,7,1,1,7,7,5,7,7,5,5.75,6.2,1,,4,4,1,1,2,1,1
session_73-MP,END,iism-kd2-b12,2005,"",session_73-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.19047619047619,3.85714285714286,4.42857142857143,4.28571428571429,,,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-MP,END,iism-kd2-b14,2004,"",session_73-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.28571428571429,4.57142857142857,3.42857142857143,4.85714285714286,,,,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-MP,END,iism-kd2-b18,2003,"",session_73-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.42857142857143,4.42857142857143,3.71428571428571,5.14285714285714,,,,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-SP,START,iism-kd2-b16,1758,"",session_73-SP_iism-kd2-b16,SP,22,F,R,Bulgarian,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"","","",Y,Y,"",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-SP,PHASE,iism-kd2-b16,1781,"",session_73-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,1,7,1,,,,,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_73-SP,END,iism-kd2-b16,1782,"",session_73-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.33333333333333,3.57142857142857,4.57142857142857,4.85714285714286,,,,2,4,2,5.85714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_74-MP,START,iism-kd2-b12,2006,"",session_74-MP_iism-kd2-b12,MP,25,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,"","","","",6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_74-MP,START,iism-kd2-b14,2008,"",session_74-MP_iism-kd2-b14,MP,24,F,L,German,C2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,Y,"",Y,"","",8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_74-MP,START,iism-kd2-b18,2007,"",session_74-MP_iism-kd2-b18,MP,21,F,R,German,C1,I can see all colors and hues.,Social Sciences > Other social sciences,Y,"","","","","",6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_74-MP,PHASE,iism-kd2-b12,2022,"",session_74-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,2,7,2,,,,,1,1,5,,,,,2,3,4,2,2,6,6,5,5,6,5,3,,5,2,2,6,3.5,5,6,4.5,1.5,2,1.2,1,2,2,3,1,4,6,3,2
session_74-MP,PHASE,iism-kd2-b14,2023,"",session_74-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,6,6,5,,,,,3,4,5,,,,,1,1,6,2,5.5,6.33333333333333,3,2,5,4,2,6,4,5,2,1,6,6,6,5.33333333333333,6,5,4.5,3.8,6,2,4,4,1,2,4,1,4
session_74-MP,PHASE,iism-kd2-b18,2021,"",session_74-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,3,3,,,,,6,6,6,,,,,3,3,4,6,4.5,4.33333333333333,6,4,7,5.5,6,2,4,4,,2,3,4,4,5.66666666666667,4,4,4.25,1.4,3,5,4,4,4,5,2,4,4
session_74-MP,END,iism-kd2-b12,2026,"",session_74-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,3.85714285714286,4.14285714285714,4.28571428571429,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_74-MP,END,iism-kd2-b14,2025,"",session_74-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,4,4,4.28571428571429,,,,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_74-MP,END,iism-kd2-b18,2024,"",session_74-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.33333333333333,4.14285714285714,4.42857142857143,4.42857142857143,,,,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-MP,START,iism-kd2-b12,2028,"",session_75-MP_iism-kd2-b12,MP,20,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,Y,Y,"","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-MP,START,iism-kd2-b14,2030,"",session_75-MP_iism-kd2-b14,MP,22,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Chemical engineering,Y,Y,Y,"","","",5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-MP,START,iism-kd2-b18,2029,"",session_75-MP_iism-kd2-b18,MP,19,M,L,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,Y,"","","","",Y,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-MP,PHASE,iism-kd2-b12,2056,"",session_75-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,3,6,6,,,,,3,5,6,,,,,2,2,5,2,4,4,6,2,5,5,5,5,4,4,2,2,7,5.5,4.66666666666667,6,5,2.5,4.75,4.6,5,6,3,4,6,5,2,3,3
session_75-MP,PHASE,iism-kd2-b14,2054,"",session_75-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,5,,2,,,,,2,1,1,,,,,1,2,2,2,2,5,4,2,5,3.5,6,5,5,3,3,3,6,5.5,,3.33333333333333,5.5,4,3,2.6,6,4,2,1,1,6,3,2,5
session_75-MP,PHASE,iism-kd2-b18,2055,"",session_75-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,5,3,3,,,,,5,4,6,,,,,3,1,5,3,5,4,6,5,7,6,6,5,6,6,2,1,7,,3,6,4,1,3.75,3.2,1,,2,3,3,6,2,4,6
session_75-MP,END,iism-kd2-b12,2059,"",session_75-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4,3.85714285714286,4,4.14285714285714,,,,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-MP,END,iism-kd2-b14,2061,"",session_75-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.42857142857143,3,4,3.28571428571429,,,,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-MP,END,iism-kd2-b18,2060,"",session_75-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.85714285714286,4.28571428571429,3.42857142857143,3.85714285714286,,,,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-SP,START,iism-kd2-b16,1818,"",session_75-SP_iism-kd2-b16,SP,21,F,R,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,Y,"","","","","",7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-SP,PHASE,iism-kd2-b16,1845,"",session_75-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,3,4,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_75-SP,END,iism-kd2-b16,1846,"",session_75-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.61904761904762,3,3.57142857142857,4.28571428571429,,,,4,1,6,5.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-MP,START,iism-kd2-b12,2066,"",session_76-MP_iism-kd2-b12,MP,27,F,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","",Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-MP,START,iism-kd2-b14,2064,"",session_76-MP_iism-kd2-b14,MP,23,M,R,German,B2,I can see all colors and hues.,Social Sciences > Economics and business,"","","",Y,"",Y,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-MP,START,iism-kd2-b18,2065,"",session_76-MP_iism-kd2-b18,MP,21,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Industrial biotechnology,"","",Y,Y,Y,"",8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-MP,PHASE,iism-kd2-b12,2088,"",session_76-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,3,5,3,,,,,3,4,6,,,,,2,1,2,1,2.5,5,5,2,3,6,5,5,4,2,1,1,6,6.5,5.33333333333333,5.33333333333333,5,3,4.25,3.4,5,3,3,4,3,4,3,3,4
session_76-MP,PHASE,iism-kd2-b14,2089,"",session_76-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,7,1,,,,,5,2,4,,,,,1,4,4,1,5,6,5,1,7,7,1,5,7,6,1,1,7,7,6,4.66666666666667,6.5,2.5,4.5,2.2,7,4,3,4,2,2,7,1,4
session_76-MP,PHASE,iism-kd2-b18,2090,"",session_76-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,1,5,4,,,,,4,7,5,,,,,5,5,4,4,,3,6,3,6,3.5,3,4,6,3,2,2,6,3,4,2.66666666666667,3,2.5,3.5,3,2,2,2,3,4,4,5,5,3
session_76-MP,END,iism-kd2-b12,2094,"",session_76-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.23809523809524,3.85714285714286,4.28571428571429,4.57142857142857,,,,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-MP,END,iism-kd2-b14,2095,"",session_76-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.71428571428571,3.85714285714286,3.85714285714286,,,,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-MP,END,iism-kd2-b18,2093,"",session_76-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,4,3.14285714285714,4.28571428571429,,,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-SP,START,iism-kd2-b16,1850,"",session_76-SP_iism-kd2-b16,SP,22,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,Y,Y,"","","",Y,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-SP,PHASE,iism-kd2-b16,1862,"",session_76-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,6,6,7,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_76-SP,END,iism-kd2-b16,1863,"",session_76-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.61904761904762,3.57142857142857,3.14285714285714,4.14285714285714,,,,6,1,7,5.92857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-MP,START,iism-kd2-b12,2101,"",session_77-MP_iism-kd2-b12,MP,22,F,R,Russian,B2,I can see all colors and hues.,Natural Sciences > Chemical sciences,"","","",Y,Y,Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-MP,START,iism-kd2-b14,2103,"",session_77-MP_iism-kd2-b14,MP,26,M,R,German,C2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"",Y,"","","",Y,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-MP,START,iism-kd2-b18,2102,"",session_77-MP_iism-kd2-b18,MP,26,F,L,German,B1,I can see all colors and hues.,Natural Sciences > Chemical sciences,Y,Y,"","","",Y,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-MP,PHASE,iism-kd2-b12,2129,"",session_77-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,5,6,3,,,,,3,3,6,,,,,2,3,6,6,6,5.66666666666667,5,6,6,,5,5,3,6,4,2,6,,5,6,4.5,6,5.5,5,4,6,4,6,3,5,3,3,6
session_77-MP,PHASE,iism-kd2-b14,2131,"",session_77-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,1,5,1,,,,,5,5,5,,,,,1,1,5,1,5,6.33333333333333,6,1,6,7,3,3,5,3,2,,3,4.5,4.33333333333333,6.33333333333333,3.5,3,2.5,5,2,2,3,1,1,4,2,5,
session_77-MP,PHASE,iism-kd2-b18,2130,"",session_77-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,2,5,2,,,,,1,1,5,,,,,2,3,3,1,3,3,5,3,3,4,1,3,3,5,2,2,6,6,4.33333333333333,3,5,2,3.25,3,2,2,3,4,5,5,7,2,1
session_77-MP,END,iism-kd2-b12,2137,"",session_77-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.95238095238095,4,3.85714285714286,4,,,,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-MP,END,iism-kd2-b14,2138,"",session_77-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.71428571428571,4,3.71428571428571,3.42857142857143,,,,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-MP,END,iism-kd2-b18,2139,"",session_77-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.9047619047619,4.14285714285714,3.42857142857143,4.14285714285714,,,,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-SP,START,iism-kd2-b14,1851,"",session_77-SP_iism-kd2-b14,SP,22,F,R,Bulgarian,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,Y,"","","","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-SP,PHASE,iism-kd2-b14,1860,"",session_77-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,2,6,2,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_77-SP,END,iism-kd2-b14,1861,"",session_77-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,,,,3.71428571428571,3.28571428571429,3.71428571428571,4.14285714285714,,,,6,3,6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_78-MP,START,iism-kd2-b12,2145,"",session_78-MP_iism-kd2-b12,MP,20,M,R,German,C2,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_78-MP,START,iism-kd2-b14,2147,"",session_78-MP_iism-kd2-b14,MP,26,F,R,German,C1,I can see all colors and hues.,Engineering and Technology > Civil engineering,Y,Y,"","","",Y,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_78-MP,START,iism-kd2-b18,2146,"",session_78-MP_iism-kd2-b18,MP,24,M,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,Y,Y,"","","","",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_78-MP,PHASE,iism-kd2-b12,2161,"",session_78-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,3,6,2,,,,,5,6,6,,,,,1,2,5,2,6,6,2,5,6,7,6,4,4,6,2,1,6,6.5,5.33333333333333,5.66666666666667,6.5,2.5,6,5,2,6,3,2,2,2,4,1,1
session_78-MP,PHASE,iism-kd2-b14,2160,"",session_78-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,6,6,3,,,,,1,1,2,,,,,1,3,6,4,5.5,6,6,2,7,6,4,4,2,6,2,1,6,6,5,4,6.5,2.5,4.75,3.6,3,6,3,5,2,4,2,1,4
session_78-MP,PHASE,iism-kd2-b18,2162,"",session_78-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,1,5,1,,,,,1,2,1,,,,,1,3,5,1,3,5.66666666666667,3,2,7,7,5,4,2,7,2,4,4,4,5.33333333333333,4.66666666666667,5,3,3,1,1,2,3,1,1,4,3,2,1
